geoid,FIPS,geoid20,year,total_pop,snap_accepting_count,snap_rate
1400000U,06037237101,237101,2021,4130,7,16.949152
1400000U,06037237102,237102,2021,4045,4,9.888752
1400000U,06037237201,237201,2021,4088,3,7.338552
1400000U,06037237202,237202,2021,4652,5,10.748065
1400000U,06037237300,237300,2021,5650,4,7.0796461
1400000U,06037237401,237401,2021,4143,2,4.8274198
1400000U,06037237402,237402,2021,3639,1,2.7480078
1400000U,06037237500,237500,2021,2987,2,6.6956811
1400000U,06037237600,237600,2021,4021,3,7.4608307
1400000U,06037237710,237710,2021,4749,6,12.634239
1400000U,06037237800,237800,2021,3980,3,7.5376883
1400000U,06037237900,237900,2021,4473,5,11.17818
1400000U,06037238000,238000,2021,6169,4,6.4840331
1400000U,06037238100,238100,2021,5330,5,9.3808632
1400000U,06037238200,238200,2021,5494,6,10.921004
1400000U,06037238310,238310,2021,5207,3,5.7614751
1400000U,06037238320,238320,2021,3403,3,8.8157511
1400000U,06037238400,238400,2021,4311,8,18.557178
1400000U,06037239201,239201,2021,3663,9,24.570024
1400000U,06037239202,239202,2021,6570,8,12.17656
1400000U,06037239310,239310,2021,4234,7,16.532829
1400000U,06037239320,239320,2021,3194,1,3.1308703
1400000U,06037239330,239330,2021,3100,5,16.129032
1400000U,06037239501,239501,2021,3647,4,10.967918
1400000U,06037239502,239502,2021,3978,1,2.5138261
1400000U,06037239601,239601,2021,3665,6,16.371078
1400000U,06037239602,239602,2021,4022,2,4.9726505
1400000U,06037239701,239701,2021,4770,3,6.2893081
1400000U,06037239702,239702,2021,4735,8,16.89546
1400000U,06037239801,239801,2021,3954,2,5.0581689
1400000U,06037239802,239802,2021,5660,5,8.8339224
1400000U,06037240010,240010,2021,4152,6,14.450867
1400000U,06037240020,240020,2021,5457,4,7.3300347
1400000U,06037240200,240200,2021,6246,8,12.808197
1400000U,06037240301,240301,2021,3031,2,6.5984821
1400000U,06037240302,240302,2021,2917,5,17.140898
1400000U,06037240401,240401,2021,6032,4,6.6313
1400000U,06037240402,240402,2021,3792,5,13.185654
1400000U,06037240500,240500,2021,6784,8,11.792453
1400000U,06037240600,240600,2021,5434,7,12.881855
1400000U,06037240700,240700,2021,6640,6,9.0361443
1400000U,06037240800,240800,2021,4494,2,4.4503784
1400000U,06037240901,240901,2021,3199,3,9.3779306
1400000U,06037240902,240902,2021,3834,4,10.432968
1400000U,06037241001,241001,2021,4492,1,2.2261798
1400000U,06037241002,241002,2021,4092,5,12.218964
1400000U,06037241110,241110,2021,3781,2,5.2896061
1400000U,06037241120,241120,2021,4429,5,11.28923
1400000U,06037241201,241201,2021,3383,3,8.8678684
1400000U,06037241202,241202,2021,5872,5,8.514986
1400000U,06037242000,242000,2021,4175,3,7.1856289
1400000U,06037242201,242201,2021,4058,2,4.9285364
1400000U,06037242300,242300,2021,5018,2,3.9856517
1400000U,06037242600,242600,2021,4670,3,6.4239831
1400000U,06037242700,242700,2021,5262,4,7.6016722
1400000U,06037243001,243001,2021,3376,2,5.9241705
1400000U,06037243002,243002,2021,2756,4,14.513788
1400000U,06037243100,243100,2021,5689,2,3.5155563
1400000U,06037262501,262501,2021,3643,1,2.7449903
1400000U,06037262704,262704,2021,3538,2,5.6529112
1400000U,06037262706,262706,2021,3490,3,8.5959883
1400000U,06037264000,264000,2021,3161,1,3.1635559
1400000U,06037264103,264103,2021,2658,1,3.7622273
1400000U,06037264305,264305,2021,4619,1,2.1649709
1400000U,06037264306,264306,2021,1872,2,10.683761
1400000U,06037265204,265204,2021,1415,8,56.537102
1400000U,06037265522,265522,2021,2350,5,21.276596
1400000U,06037265523,265523,2021,2262,2,8.841733
1400000U,06037267102,267102,2021,2910,2,6.8728523
1400000U,06037267201,267201,2021,2997,1,3.3366699
1400000U,06037267202,267202,2021,3745,2,5.3404541
1400000U,06037267300,267300,2021,4124,5,12.124151
1400000U,06037267403,267403,2021,3549,1,2.8176951
1400000U,06037267405,267405,2021,2826,1,3.5385704
1400000U,06037267406,267406,2021,1757,2,11.383039
1400000U,06037267502,267502,2021,3272,3,9.168704
1400000U,06037267504,267504,2021,3394,1,2.9463758
1400000U,06037267600,267600,2021,2556,4,15.649452
1400000U,06037267800,267800,2021,2775,2,7.2072072
1400000U,06037267901,267901,2021,2450,2,8.1632652
1400000U,06037269000,269000,2021,4519,1,2.2128789
1400000U,06037269100,269100,2021,4197,2,4.7653084
1400000U,06037269601,269601,2021,3292,5,15.188335
1400000U,06037269700,269700,2021,3711,1,2.6946914
1400000U,06037269800,269800,2021,2943,2,6.7957864
1400000U,06037269905,269905,2021,2126,6,28.222013
1400000U,06037269907,269907,2021,2571,1,3.8895371
1400000U,06037269909,269909,2021,2319,2,8.6244068
1400000U,06037270101,270101,2021,2024,4,19.762846
1400000U,06037270102,270102,2021,2183,1,4.580852
1400000U,06037270200,270200,2021,3286,1,3.0432136
1400000U,06037270300,270300,2021,2402,2,8.326395
1400000U,06037271200,271200,2021,2288,2,8.7412586
1400000U,06037271300,271300,2021,4766,3,6.2945867
1400000U,06037271600,271600,2021,4729,1,2.1146119
1400000U,06037271702,271702,2021,3875,5,12.903226
1400000U,06037271704,271704,2021,2918,2,6.8540096
1400000U,06037271801,271801,2021,2992,1,3.3422461
1400000U,06037271803,271803,2021,3066,3,9.7847357
1400000U,06037271804,271804,2021,2317,1,4.3159256
1400000U,06037271902,271902,2021,3762,3,7.9744816
1400000U,06037272100,272100,2021,4744,4,8.4317036
1400000U,06037272302,272302,2021,3805,2,5.2562418
1400000U,06037273100,273100,2021,2518,4,15.885624
1400000U,06037273200,273200,2021,2790,3,10.752688
1400000U,06037273403,273403,2021,1274,3,23.54788
1400000U,06037273404,273404,2021,1297,1,7.7101002
1400000U,06037273502,273502,2021,2701,2,7.404665
1400000U,06037274100,274100,2021,4323,5,11.566042
1400000U,06037275313,275313,2021,3299,2,6.0624433
1400000U,06037275400,275400,2021,4281,1,2.3359029
1400000U,06037275500,275500,2021,5232,4,7.6452599
1400000U,06037275604,275604,2021,9814,3,3.0568576
1400000U,06037275605,275605,2021,2638,1,3.7907505
1400000U,06037276000,276000,2021,6500,2,3.0769231
1400000U,06037276101,276101,2021,2976,2,6.7204299
1400000U,06037276102,276102,2021,3081,2,6.4913988
1400000U,06037276500,276500,2021,5925,1,1.6877637
1400000U,06037276601,276601,2021,3918,1,2.5523226
1400000U,06037276607,276607,2021,2761,1,3.6218762
1400000U,06037277000,277000,2021,5824,1,1.7170329
1400000U,06037277100,277100,2021,3173,1,3.1515915
1400000U,06037277200,277200,2021,1758,2,11.376564
1400000U,06037278001,278001,2021,2325,6,25.806452
1400000U,06037278102,278102,2021,3064,1,3.2637076
1400000U,06037291110,291110,2021,4660,2,4.2918453
1400000U,06037291120,291120,2021,2398,1,4.1701417
1400000U,06037291130,291130,2021,3361,3,8.9259148
1400000U,06037291210,291210,2021,4960,1,2.016129
1400000U,06037291220,291220,2021,3310,1,3.021148
1400000U,06037292001,292001,2021,4582,3,6.5473595
1400000U,06037293203,293203,2021,3134,5,15.954052
1400000U,06037293204,293204,2021,4090,1,2.4449878
1400000U,06037293205,293205,2021,3478,4,11.500862
1400000U,06037293301,293301,2021,2821,1,3.5448422
1400000U,06037293302,293302,2021,5103,1,1.9596316
1400000U,06037293304,293304,2021,5250,5,9.5238094
1400000U,06037293306,293306,2021,2262,2,8.841733
1400000U,06037293307,293307,2021,2683,2,7.4543424
1400000U,06037294200,294200,2021,4873,7,14.364867
1400000U,06037294301,294301,2021,2615,1,3.8240917
1400000U,06037294302,294302,2021,4747,2,4.2131872
1400000U,06037294421,294421,2021,2781,6,21.574972
1400000U,06037294510,294510,2021,5051,5,9.8990297
1400000U,06037294520,294520,2021,3747,2,5.3376036
1400000U,06037294610,294610,2021,4434,2,4.5106001
1400000U,06037294620,294620,2021,4471,4,8.9465446
1400000U,06037294701,294701,2021,2979,2,6.7136621
1400000U,06037294810,294810,2021,4071,2,4.9127979
1400000U,06037294820,294820,2021,3407,6,17.610802
1400000U,06037294830,294830,2021,4243,3,7.0704689
1400000U,06037294900,294900,2021,3777,2,5.295208
1400000U,06037295103,295103,2021,5370,4,7.4487896
1400000U,06037296210,296210,2021,3878,3,7.7359462
1400000U,06037296220,296220,2021,3920,4,10.204082
1400000U,06037296300,296300,2021,4563,3,6.5746222
1400000U,06037296500,296500,2021,3488,2,5.7339449
1400000U,06037296600,296600,2021,5264,10,18.99696
1400000U,06037296901,296901,2021,4493,3,6.677053
1400000U,06037296902,296902,2021,4415,1,2.2650056
1400000U,06037297110,297110,2021,4625,6,12.972973
1400000U,06037297120,297120,2021,3243,2,6.167129
1400000U,06037297201,297201,2021,4421,4,9.0477266
1400000U,06037297202,297202,2021,3971,1,2.5182574
1400000U,06037297300,297300,2021,2096,1,4.7709923
1400000U,06037297400,297400,2021,3141,2,6.3673987
1400000U,06037297601,297601,2021,3120,1,3.2051282
1400000U,06037297602,297602,2021,3474,1,2.8785262
1400000U,06037300200,300200,2021,5373,4,7.4446306
1400000U,06037300301,300301,2021,6395,3,4.691165
1400000U,06037300400,300400,2021,5867,1,1.7044486
1400000U,06037300501,300501,2021,2863,2,6.9856791
1400000U,06037300503,300503,2021,5251,1,1.9043992
1400000U,06037300601,300601,2021,6035,1,1.6570008
1400000U,06037300602,300602,2021,3291,3,9.1157703
1400000U,06037300800,300800,2021,7054,4,5.6705418
1400000U,06037301000,301000,2021,5332,3,5.6264067
1400000U,06037301100,301100,2021,7228,3,4.1505256
1400000U,06037301203,301203,2021,4306,1,2.322341
1400000U,06037301204,301204,2021,5079,3,5.9066744
1400000U,06037301206,301206,2021,5357,5,9.3335819
1400000U,06037301502,301502,2021,7204,10,13.881177
1400000U,06037301601,301601,2021,5496,6,10.91703
1400000U,06037301602,301602,2021,4192,2,4.7709923
1400000U,06037301701,301701,2021,2761,2,7.2437525
1400000U,06037301801,301801,2021,5329,3,5.6295738
1400000U,06037301802,301802,2021,5248,5,9.5274391
1400000U,06037301902,301902,2021,3143,2,6.3633471
1400000U,06037302002,302002,2021,3935,4,10.165184
1400000U,06037302003,302003,2021,3641,3,8.2394943
1400000U,06037302004,302004,2021,4117,1,2.4289532
1400000U,06037302102,302102,2021,6137,2,3.2589214
1400000U,06037302103,302103,2021,5109,7,13.701311
1400000U,06037302104,302104,2021,3768,3,7.9617834
1400000U,06037302201,302201,2021,3769,4,10.612895
1400000U,06037302202,302202,2021,5401,7,12.960563
1400000U,06037302301,302301,2021,3805,3,7.8843627
1400000U,06037302302,302302,2021,5559,3,5.3966541
1400000U,06037302401,302401,2021,7211,8,11.094162
1400000U,06037302503,302503,2021,3945,3,7.6045628
1400000U,06037302504,302504,2021,3770,2,5.3050399
1400000U,06037302505,302505,2021,4471,9,20.129725
1400000U,06037302506,302506,2021,3386,1,2.9533372
1400000U,06037310400,310400,2021,3269,2,6.1180787
1400000U,06037310501,310501,2021,3914,3,7.664793
1400000U,06037310601,310601,2021,6425,4,6.2256808
1400000U,06037310602,310602,2021,2873,1,3.4806821
1400000U,06037310701,310701,2021,2286,2,8.7489061
1400000U,06037310703,310703,2021,4565,8,17.524645
1400000U,06037310704,310704,2021,4256,4,9.3984966
1400000U,06037310705,310705,2021,2483,1,4.0273862
1400000U,06037310800,310800,2021,5634,3,5.3248138
1400000U,06037310900,310900,2021,6920,2,2.8901734
1400000U,06037311000,311000,2021,3852,4,10.384216
1400000U,06037311100,311100,2021,4220,1,2.3696682
1400000U,06037311200,311200,2021,3372,2,5.9311981
1400000U,06037311300,311300,2021,4095,3,7.3260074
1400000U,06037311400,311400,2021,2405,3,12.474012
1400000U,06037311500,311500,2021,6468,2,3.0921459
1400000U,06037311601,311601,2021,2463,2,8.1201782
1400000U,06037311602,311602,2021,4705,1,2.1253984
1400000U,06037311700,311700,2021,6106,3,4.9131999
1400000U,06037311801,311801,2021,3020,1,3.3112583
1400000U,06037311802,311802,2021,4447,1,2.2487071
1400000U,06037320102,320102,2021,3683,5,13.57589
1400000U,06037320201,320201,2021,4135,1,2.4183798
1400000U,06037320202,320202,2021,6297,6,9.528347
1400000U,06037320300,320300,2021,6403,10,15.61768
1400000U,06037400304,400304,2021,7839,6,7.6540375
1400000U,06037400403,400403,2021,4291,1,2.3304591
1400000U,06037400602,400602,2021,4699,5,10.640562
1400000U,06037400603,400603,2021,5000,1,2
1400000U,06037400801,400801,2021,7252,4,5.5157199
1400000U,06037401101,401101,2021,5704,2,3.5063114
1400000U,06037401102,401102,2021,4207,6,14.261945
1400000U,06037401201,401201,2021,3625,1,2.7586207
1400000U,06037401202,401202,2021,4790,11,22.96451
1400000U,06037401203,401203,2021,5169,1,1.9346101
1400000U,06037401303,401303,2021,2209,1,4.5269351
1400000U,06037401304,401304,2021,5500,1,1.8181819
1400000U,06037401311,401311,2021,6929,4,5.7728386
1400000U,06037401312,401312,2021,4937,4,8.1020861
1400000U,06037401500,401500,2021,5876,6,10.211028
1400000U,06037401601,401601,2021,5368,4,7.4515648
1400000U,06037401602,401602,2021,6088,5,8.2128782
1400000U,06037401706,401706,2021,4221,3,7.1073203
1400000U,06037401707,401707,2021,8464,5,5.9073725
1400000U,06037401801,401801,2021,4547,1,2.1992524
1400000U,06037401802,401802,2021,3718,3,8.0688543
1400000U,06037401902,401902,2021,6262,1,1.5969338
1400000U,06037402001,402001,2021,3777,3,7.942812
1400000U,06037402002,402002,2021,4010,2,4.9875312
1400000U,06037402101,402101,2021,4978,1,2.0088389
1400000U,06037402102,402102,2021,4999,6,12.0024
1400000U,06037402200,402200,2021,6808,6,8.8131609
1400000U,06037402301,402301,2021,5275,1,1.8957345
1400000U,06037402303,402303,2021,3941,7,17.76199
1400000U,06037402304,402304,2021,4435,5,11.273957
1400000U,06037402403,402403,2021,5703,1,1.7534631
1400000U,06037402404,402404,2021,2513,2,7.9586153
1400000U,06037402406,402406,2021,4737,4,8.4441633
1400000U,06037402501,402501,2021,5100,4,7.8431373
1400000U,06037402503,402503,2021,4427,1,2.2588661
1400000U,06037402504,402504,2021,2580,2,7.7519379
1400000U,06037402601,402601,2021,2941,2,6.8004079
1400000U,06037402602,402602,2021,4679,2,4.2744174
1400000U,06037402702,402702,2021,5424,6,11.061947
1400000U,06037402703,402703,2021,5674,2,3.5248501
1400000U,06037402706,402706,2021,3782,5,13.220518
1400000U,06037402801,402801,2021,4918,11,22.366816
1400000U,06037402803,402803,2021,3542,3,8.4697914
1400000U,06037402804,402804,2021,4387,2,4.5589242
1400000U,06037402902,402902,2021,7282,5,6.8662457
1400000U,06037402903,402903,2021,3868,3,7.7559462
1400000U,06037402904,402904,2021,3673,2,5.4451404
1400000U,06037403000,403000,2021,7280,5,6.8681316
1400000U,06037403316,403316,2021,7112,3,4.2182226
1400000U,06037403318,403318,2021,5880,3,5.1020408
1400000U,06037403319,403319,2021,4273,3,7.0208282
1400000U,06037403320,403320,2021,5301,1,1.8864365
1400000U,06037403321,403321,2021,5407,3,5.5483632
1400000U,06037403323,403323,2021,5524,3,5.4308472
1400000U,06037403325,403325,2021,5103,2,3.9192631
1400000U,06037403327,403327,2021,2394,3,12.531328
1400000U,06037403328,403328,2021,5742,2,3.4831069
1400000U,06037403401,403401,2021,4893,1,2.043736
1400000U,06037403402,403402,2021,3423,2,5.8428278
1400000U,06037403403,403403,2021,5181,1,1.9301293
1400000U,06037403409,403409,2021,4303,3,6.97188
1400000U,06037403601,403601,2021,7557,2,2.6465528
1400000U,06037403702,403702,2021,4353,1,2.2972662
1400000U,06037403721,403721,2021,5430,7,12.891344
1400000U,06037403722,403722,2021,5558,5,8.9960413
1400000U,06037403801,403801,2021,5947,3,5.0445604
1400000U,06037403802,403802,2021,6681,4,5.9871278
1400000U,06037403902,403902,2021,5268,3,5.6947608
1400000U,06037404000,404000,2021,4561,3,6.5775051
1400000U,06037404100,404100,2021,6076,4,6.5832787
1400000U,06037404201,404201,2021,3341,6,17.958694
1400000U,06037404203,404203,2021,4391,1,2.2773855
1400000U,06037404301,404301,2021,5631,5,8.8794174
1400000U,06037404302,404302,2021,2146,3,13.979497
1400000U,06037404401,404401,2021,3779,4,10.584811
1400000U,06037404402,404402,2021,4685,2,4.2689433
1400000U,06037404501,404501,2021,2989,3,10.036801
1400000U,06037404503,404503,2021,2812,1,3.5561879
1400000U,06037404504,404504,2021,5026,2,3.9793077
1400000U,06037404600,404600,2021,1359,4,29.433407
1400000U,06037404701,404701,2021,5787,3,5.1840334
1400000U,06037404702,404702,2021,5046,7,13.872375
1400000U,06037404703,404703,2021,3282,2,6.0938454
1400000U,06037404804,404804,2021,4396,2,4.5495906
1400000U,06037404805,404805,2021,2795,3,10.733453
1400000U,06037404806,404806,2021,6085,7,11.503697
1400000U,06037404903,404903,2021,2366,4,16.90617
1400000U,06037405001,405001,2021,5691,2,3.5143209
1400000U,06037405002,405002,2021,3195,1,3.1298904
1400000U,06037405101,405101,2021,5185,2,3.8572807
1400000U,06037405102,405102,2021,5592,12,21.459227
1400000U,06037405201,405201,2021,5131,3,5.8468137
1400000U,06037405202,405202,2021,4815,2,4.1536865
1400000U,06037405203,405203,2021,2963,2,6.7499156
1400000U,06037405301,405301,2021,3098,2,6.4557781
1400000U,06037405302,405302,2021,5780,1,1.7301039
1400000U,06037405400,405400,2021,4943,3,6.0691886
1400000U,06037405500,405500,2021,6491,1,1.5405947
1400000U,06037405600,405600,2021,5783,6,10.375237
1400000U,06037405701,405701,2021,4104,1,2.4366472
1400000U,06037405702,405702,2021,5349,6,11.21705
1400000U,06037405800,405800,2021,5798,3,5.1741982
1400000U,06037405900,405900,2021,4260,3,7.0422535
1400000U,06037406000,406000,2021,5455,5,9.1659031
1400000U,06037406101,406101,2021,3146,2,6.3572793
1400000U,06037406103,406103,2021,8191,3,3.6625564
1400000U,06037406201,406201,2021,3698,4,10.816658
1400000U,06037406300,406300,2021,6435,5,7.7700076
1400000U,06037406413,406413,2021,6474,2,3.0892801
1400000U,06037406500,406500,2021,6842,4,5.8462439
1400000U,06037406601,406601,2021,5122,1,1.9523623
1400000U,06037406602,406602,2021,5031,6,11.926059
1400000U,06037406701,406701,2021,3403,1,2.9385836
1400000U,06037406702,406702,2021,6525,11,16.858238
1400000U,06037406801,406801,2021,5039,1,1.9845208
1400000U,06037406903,406903,2021,8080,7,8.6633663
1400000U,06037407101,407101,2021,4658,4,8.5873766
1400000U,06037407201,407201,2021,3637,1,2.7495189
1400000U,06037407202,407202,2021,3266,2,6.1236987
1400000U,06037407301,407301,2021,4294,1,2.328831
1400000U,06037407400,407400,2021,2029,4,19.714146
1400000U,06037407501,407501,2021,4212,7,16.619183
1400000U,06037407502,407502,2021,3946,2,5.0684237
1400000U,06037407601,407601,2021,4080,5,12.254902
1400000U,06037407602,407602,2021,4311,2,4.6392946
1400000U,06037407701,407701,2021,4284,8,18.674137
1400000U,06037407702,407702,2021,6683,4,5.9853358
1400000U,06037407801,407801,2021,5299,1,1.8871485
1400000U,06037407802,407802,2021,3059,2,6.5380845
1400000U,06037407901,407901,2021,4392,2,4.5537338
1400000U,06037407902,407902,2021,1680,2,11.904762
1400000U,06037408003,408003,2021,4631,1,2.1593609
1400000U,06037408004,408004,2021,2558,1,3.9093041
1400000U,06037408006,408006,2021,3708,3,8.0906153
1400000U,06037408133,408133,2021,6132,4,6.5231571
1400000U,06037408137,408137,2021,4318,3,6.9476609
1400000U,06037408138,408138,2021,5388,1,1.8559762
1400000U,06037408140,408140,2021,4011,1,2.4931438
1400000U,06037408212,408212,2021,4936,1,2.0259318
1400000U,06037408213,408213,2021,6184,6,9.7024584
1400000U,06037408301,408301,2021,5909,7,11.846336
1400000U,06037408302,408302,2021,3647,2,5.4839592
1400000U,06037408303,408303,2021,4382,2,4.564126
1400000U,06037408401,408401,2021,4577,1,2.1848373
1400000U,06037408402,408402,2021,6367,1,1.5705984
1400000U,06037408503,408503,2021,6829,1,1.4643432
1400000U,06037408504,408504,2021,5393,5,9.2712774
1400000U,06037408623,408623,2021,3189,2,6.2715583
1400000U,06037408625,408625,2021,3533,2,5.6609116
1400000U,06037408626,408626,2021,3854,1,2.5947068
1400000U,06037408628,408628,2021,5395,1,1.8535681
1400000U,06037408705,408705,2021,5759,3,5.2092376
1400000U,06037408707,408707,2021,6537,1,1.5297537
1400000U,06037408722,408722,2021,4453,2,4.491354
1400000U,06037408724,408724,2021,5398,2,3.705076
1400000U,06037408800,408800,2021,4311,12,27.83577
1400000U,06037408900,408900,2021,5698,3,5.2650051
1400000U,06037409000,409000,2021,7440,4,5.3763442
1400000U,06037409100,409100,2021,5460,5,9.1575089
1400000U,06037430004,430004,2021,2976,2,6.7204299
1400000U,06037430005,430005,2021,3749,2,5.3347559
1400000U,06037430101,430101,2021,4889,10,20.454081
1400000U,06037430102,430102,2021,4865,1,2.0554984
1400000U,06037430400,430400,2021,4440,5,11.261261
1400000U,06037430502,430502,2021,6514,1,1.5351551
1400000U,06037430600,430600,2021,4573,1,2.1867483
1400000U,06037430701,430701,2021,5308,1,1.8839488
1400000U,06037430724,430724,2021,5039,2,3.9690416
1400000U,06037430801,430801,2021,6734,3,4.4550047
1400000U,06037430802,430802,2021,4412,2,4.5330915
1400000U,06037430901,430901,2021,4591,6,13.069048
1400000U,06037430902,430902,2021,5215,2,3.8350911
1400000U,06037431002,431002,2021,2781,1,3.5958288
1400000U,06037431003,431003,2021,4645,2,4.3057051
1400000U,06037431004,431004,2021,3472,1,2.8801844
1400000U,06037431100,431100,2021,6673,3,4.495729
1400000U,06037431400,431400,2021,3913,2,5.1111679
1400000U,06037431501,431501,2021,4197,1,2.3826542
1400000U,06037431502,431502,2021,4310,4,9.2807426
1400000U,06037431600,431600,2021,4072,2,4.9115915
1400000U,06037431701,431701,2021,6177,1,1.6189089
1400000U,06037431800,431800,2021,5218,3,5.7493291
1400000U,06037431900,431900,2021,3868,1,2.5853155
1400000U,06037432002,432002,2021,4976,4,8.0385857
1400000U,06037432101,432101,2021,4439,1,2.2527597
1400000U,06037432102,432102,2021,5936,2,3.3692722
1400000U,06037432202,432202,2021,3772,6,15.906681
1400000U,06037432300,432300,2021,3991,1,2.5056376
1400000U,06037432401,432401,2021,3892,4,10.277493
1400000U,06037432402,432402,2021,5758,4,6.9468565
1400000U,06037432501,432501,2021,4817,4,8.3039236
1400000U,06037432502,432502,2021,3718,1,2.6896181
1400000U,06037432601,432601,2021,7094,4,5.6385679
1400000U,06037432700,432700,2021,5620,7,12.455516
1400000U,06037432801,432801,2021,2501,2,7.9968014
1400000U,06037432802,432802,2021,5337,3,5.6211352
1400000U,06037432901,432901,2021,4044,5,12.363997
1400000U,06037432902,432902,2021,3100,2,6.4516129
1400000U,06037433103,433103,2021,6836,7,10.239906
1400000U,06037433200,433200,2021,5837,8,13.70567
1400000U,06037433302,433302,2021,1590,2,12.578616
1400000U,06037433304,433304,2021,4237,4,9.4406424
1400000U,06037433305,433305,2021,4990,1,2.0040081
1400000U,06037433306,433306,2021,3222,1,3.1036623
1400000U,06037433402,433402,2021,4894,4,8.1732731
1400000U,06037433403,433403,2021,4920,5,10.162601
1400000U,06037433505,433505,2021,4618,7,15.158077
1400000U,06037433506,433506,2021,3989,9,22.562046
1400000U,06037433601,433601,2021,5477,1,1.8258171
1400000U,06037433602,433602,2021,2843,2,7.0348225
1400000U,06037433803,433803,2021,3218,2,6.2150402
1400000U,06037433804,433804,2021,4673,2,4.2799058
1400000U,06037433901,433901,2021,5625,7,12.444445
1400000U,06037433903,433903,2021,5305,3,5.6550426
1400000U,06037434001,434001,2021,4315,1,2.317497
1400000U,06037434003,434003,2021,4015,4,9.9626398
1400000U,06037434004,434004,2021,3050,4,13.114754
1400000U,06037434100,434100,2021,6235,4,6.4153972
1400000U,06037460200,460200,2021,5763,1,1.7352073
1400000U,06037460301,460301,2021,4581,1,2.1829295
1400000U,06037460302,460302,2021,4417,3,6.7919402
1400000U,06037460502,460502,2021,4753,8,16.831474
1400000U,06037460601,460601,2021,5339,3,5.61903
1400000U,06037460700,460700,2021,5176,2,3.8639877
1400000U,06037460900,460900,2021,6734,2,2.9700029
1400000U,06037461000,461000,2021,6118,3,4.903563
1400000U,06037461100,461100,2021,5012,1,1.9952115
1400000U,06037461200,461200,2021,4593,2,4.3544526
1400000U,06037461300,461300,2021,6506,2,3.0740855
1400000U,06037461400,461400,2021,3028,3,9.9075298
1400000U,06037461501,461501,2021,3693,1,2.7078257
1400000U,06037461502,461502,2021,6355,1,1.5735642
1400000U,06037461901,461901,2021,4950,5,10.10101
1400000U,06037461902,461902,2021,1919,1,5.2110476
1400000U,06037462001,462001,2021,4773,1,2.0951183
1400000U,06037462002,462002,2021,3646,4,10.970927
1400000U,06037462100,462100,2021,5471,3,5.483458
1400000U,06037462201,462201,2021,3701,1,2.7019725
1400000U,06037462202,462202,2021,2873,2,6.9613643
1400000U,06037462301,462301,2021,4780,4,8.3682013
1400000U,06037462302,462302,2021,3157,1,3.1675642
1400000U,06037462400,462400,2021,3709,2,5.3922892
1400000U,06037462500,462500,2021,6559,6,9.1477356
1400000U,06037462700,462700,2021,5408,3,5.5473371
1400000U,06037462800,462800,2021,2739,1,3.6509676
1400000U,06037462900,462900,2021,3681,1,2.7166531
1400000U,06037463000,463000,2021,2873,5,17.403412
1400000U,06037463103,463103,2021,5913,10,16.911888
1400000U,06037463300,463300,2021,1937,1,5.1626225
1400000U,06037463400,463400,2021,5710,2,3.5026269
1400000U,06037463500,463500,2021,5728,2,3.4916201
1400000U,06037463601,463601,2021,5907,2,3.3858135
1400000U,06037463602,463602,2021,5818,2,3.4376075
1400000U,06037463700,463700,2021,3250,2,6.1538463
1400000U,06037464000,464000,2021,5547,2,3.6055524
1400000U,06037480011,480011,2021,5218,2,3.8328862
1400000U,06037480012,480012,2021,4813,2,4.1554122
1400000U,06037480101,480101,2021,4116,1,2.4295433
1400000U,06037480102,480102,2021,4388,2,4.5578852
1400000U,06037480201,480201,2021,3479,1,2.8743892
1400000U,06037480202,480202,2021,2595,1,3.8535645
1400000U,06037480302,480302,2021,4262,3,7.038949
1400000U,06037480304,480304,2021,4491,1,2.2266755
1400000U,06037480400,480400,2021,5650,1,1.7699115
1400000U,06037480500,480500,2021,5263,3,5.700171
1400000U,06037480601,480601,2021,4070,1,2.4570024
1400000U,06037480702,480702,2021,4659,1,2.1463833
1400000U,06037480703,480703,2021,4265,2,4.689332
1400000U,06037480704,480704,2021,4390,2,4.5558085
1400000U,06037480802,480802,2021,3247,3,9.2392979
1400000U,06037480803,480803,2021,3276,4,12.210012
1400000U,06037480804,480804,2021,5151,5,9.7068529
1400000U,06037480901,480901,2021,4690,2,4.2643924
1400000U,06037480902,480902,2021,4527,1,2.2089684
1400000U,06037480903,480903,2021,2966,2,6.7430882
1400000U,06037481001,481001,2021,4695,4,8.519702
1400000U,06037481002,481002,2021,5318,3,5.6412187
1400000U,06037481101,481101,2021,4110,1,2.43309
1400000U,06037481102,481102,2021,3863,2,5.1773233
1400000U,06037481103,481103,2021,5219,1,1.9160758
1400000U,06037481201,481201,2021,4238,3,7.0788107
1400000U,06037481300,481300,2021,3353,2,5.9648075
1400000U,06037481401,481401,2021,5314,3,5.6454649
1400000U,06037481403,481403,2021,3337,1,2.9967036
1400000U,06037481404,481404,2021,3874,2,5.1626225
1400000U,06037481500,481500,2021,4108,8,19.474197
1400000U,06037481603,481603,2021,3205,1,3.1201248
1400000U,06037481605,481605,2021,2749,1,3.6376865
1400000U,06037481606,481606,2021,4959,3,6.0496068
1400000U,06037481711,481711,2021,4465,3,6.718925
1400000U,06037481712,481712,2021,5222,3,5.7449255
1400000U,06037481713,481713,2021,2802,1,3.5688794
1400000U,06037481714,481714,2021,2749,5,18.188433
1400000U,06037481901,481901,2021,5732,1,1.7445917
1400000U,06037482002,482002,2021,7066,1,1.4152279
